Id,OverallQual,GrLivArea,YearBuilt,YearRemodAdd,YrSold,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice,TotalSF,TotalBath,HouseAge,Remodeled,HasGarage,TotalPorch,Qual_Area,Qual_TotalSF,SalePrice_Log,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
48,7,1606,1918,1918,2009,969.0,979,627,1,0,3,6,0,79.0,13240,270,60,110,204272,2575.0,1.0,91,0,1,440,11242,18025.0,12.227212613481688,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49,7,1570,1937,1952,2006,1412.0,898,672,2,1,3,6,1,250.0,12072,490,110,150,224242,2982.0,2.5,69,1,1,750,10990,20874.0,12.32048556427219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50,5,1237,1978,2003,2009,1115.0,867,370,2,0,5,7,3,678.0,17737,20,20,140,180566,2352.0,2.0,31,1,1,180,6185,11760.0,12.10385717901642,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,10,1849,1923,1928,2006,1308.0,1033,816,2,1,3,6,2,430.0,11502,380,260,60,362623,3157.0,2.5,83,1,1,700,18490,31570.0,12.801121763750134,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,8,1643,1908,1933,2010,1054.0,1262,381,2,1,3,6,2,434.0,17318,70,130,90,306639,2697.0,2.5,102,1,1,290,13144,21576.0,12.633429700054437,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,10,1661,1938,1938,2010,1066.0,883,778,3,0,3,5,1,220.0,4701,140,180,30,331114,2727.0,3.0,72,0,1,350,16610,27270.0,12.71022102604284,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,9,1830,1950,1965,2006,1356.0,1302,528,2,1,3,6,3,636.0,2252,260,100,20,332932,3186.0,2.5,56,1,1,380,16470,28674.0,12.715696547517702,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55,7,1352,1971,1996,2009,1162.0,878,474,2,0,2,4,1,279.0,9056,480,40,170,222434,2514.0,2.0,38,1,1,690,9464,17598.0,12.312390203077278,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56,9,1629,1888,1888,2006,1106.0,1239,390,1,0,3,6,1,223.0,2841,350,220,0,274640,2735.0,1.0,118,0,1,570,14661,24615.0,12.523220069255151,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,4,1135,2006,2021,2007,913.0,610,525,1,1,4,7,1,180.0,15481,150,120,120,159576,2048.0,1.5,1,1,1,390,4540,8192.0,11.980281843337274,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
58,5,1528,1900,1900,2010,1056.0,1074,454,3,0,2,5,3,637.0,10196,250,270,170,179142,2584.0,3.0,110,0,1,690,7640,12920.0,12.095939648567537,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,3,1133,1943,1943,2007,739.0,760,373,2,0,4,8,2,414.0,16025,440,90,70,133376,1872.0,2.0,64,0,1,600,3399,5616.0,11.80093498380559,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
60,6,1085,1969,1994,2010,555.0,698,387,1,0,3,6,2,434.0,7065,430,60,100,223137,1640.0,1.0,41,1,1,590,6510,9840.0,12.315545693124122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
61,6,1202,1915,1940,2010,603.0,778,424,2,0,3,6,2,513.0,16447,30,160,90,162326,1805.0,2.0,95,1,1,280,7212,10830.0,11.99736809826182,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,6,1588,1941,1961,2008,974.0,1137,451,3,0,3,6,3,623.0,9430,110,150,30,273047,2562.0,3.0,67,1,1,290,9528,15372.0,12.517402882887662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
63,8,1503,1955,1975,2007,1056.0,1174,329,2,0,3,6,2,469.0,8017,160,70,30,258076,2559.0,2.0,52,1,1,260,12024,20472.0,12.461013268988932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
64,6,1355,1892,1892,2007,1254.0,714,641,2,0,3,5,2,447.0,15787,400,160,30,219774,2609.0,2.0,115,0,1,590,8130,15654.0,12.30035957471938,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,6,1510,1890,1905,2008,1357.0,763,747,2,0,4,6,3,661.0,13329,430,120,110,276233,2867.0,2.0,118,1,1,660,9060,17202.0,12.52900361158472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
66,7,1356,1933,1953,2009,859.0,1005,351,2,1,3,7,2,434.0,3922,250,290,70,211005,2215.0,2.5,76,1,1,610,9492,15505.0,12.259641848072865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
67,5,1271,1895,1895,2007,790.0,676,595,1,0,3,7,2,484.0,15460,300,100,120,161971,2061.0,1.0,112,0,1,520,6355,10305.0,11.99517875976988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,8,1433,1887,1907,2006,879.0,1140,293,3,1,1,5,3,662.0,10365,140,190,70,230656,2312.0,3.5,119,1,1,400,11464,18496.0,12.348687037539102,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,4,979,1983,1988,2008,655.0,671,308,3,1,4,8,2,463.0,7485,330,170,20,148610,1634.0,3.5,25,1,1,520,3916,6536.0,11.909087432752248,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70,10,2063,1938,1938,2007,1545.0,1434,629,2,1,3,7,2,452.0,8447,280,40,110,359186,3608.0,2.5,69,0,1,430,20630,36080.0,12.791598423218504,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,8,1381,1936,1951,2009,993.0,772,609,2,1,3,7,1,287.0,15290,80,50,170,278120,2374.0,2.5,73,1,1,300,11048,18992.0,12.535811549776747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
72,5,1338,1919,1934,2007,815.0,765,573,1,0,2,5,2,466.0,16239,130,190,140,186874,2153.0,1.0,88,1,1,460,6690,10765.0,12.138195223127088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
73,1,646,2009,2019,2010,365.0,450,196,3,0,5,8,2,461.0,12471,350,130,130,63902,1011.0,3.0,1,1,1,610,646,1011.0,11.065121587620395,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,8,1810,1973,1988,2006,916.0,1398,412,1,0,3,5,1,269.0,5168,30,110,80,260819,2726.0,1.0,33,1,1,220,14480,21808.0,12.471585793210894,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,8,1744,1923,1923,2008,1006.0,1385,359,2,1,3,6,3,597.0,12244,370,280,40,271973,2750.0,2.5,85,0,1,690,13952,22000.0,12.513461752473994,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,8,1972,1959,1964,2010,1681.0,1103,869,3,1,3,6,2,455.0,6009,360,30,140,316705,3653.0,3.5,51,1,1,530,15776,29224.0,12.665729177721442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
77,8,1725,1960,1975,2009,1072.0,931,794,2,0,4,8,2,448.0,4000,230,60,70,304256,2797.0,2.0,49,1,1,360,13800,22376.0,12.625628017980342,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,4,1014,1881,1891,2010,744.0,524,490,2,0,3,6,2,485.0,11404,160,100,20,125089,1758.0,2.0,129,1,1,280,4056,7032.0,11.736788757208787,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
79,6,1424,1994,1994,2010,1133.0,1082,342,2,1,4,7,2,428.0,18183,120,190,110,191211,2557.0,2.5,16,0,1,420,8544,15342.0,12.161138039136294,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,4,1208,1969,1969,2009,1139.0,710,498,1,0,3,6,1,256.0,13916,190,10,40,155806,2347.0,1.0,40,0,1,240,4832,9388.0,11.956373340806152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
81,9,1859,1902,1902,2010,1755.0,930,929,2,0,3,5,2,507.0,16333,160,30,80,344014,3614.0,2.0,108,0,1,270,16731,32526.0,12.748440540056043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
82,7,1558,1941,1941,2008,1359.0,883,675,1,0,3,6,1,249.0,19790,260,60,190,232798,2917.0,1.0,67,0,1,510,10906,20419.0,12.357930699297548,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,6,1259,1992,1992,2007,651.0,758,501,2,1,4,7,1,210.0,3985,320,0,20,195117,1910.0,2.5,15,0,1,340,7554,11460.0,12.181359782734768,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84,3,817,2007,2027,2010,643.0,651,166,1,0,3,6,0,0.0,15503,200,140,70,112169,1460.0,1.0,3,1,0,410,2451,4380.0,11.62777085663927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
85,6,1119,1941,1956,2008,999.0,735,384,2,0,4,7,1,228.0,8959,160,190,120,178260,2118.0,2.0,67,1,1,470,6714,12708.0,12.091004047452437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
86,6,1749,1917,1942,2007,889.0,981,768,2,1,3,5,2,418.0,7620,210,210,70,213174,2638.0,2.5,90,1,1,490,10494,15828.0,12.26986870361025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,8,1451,1940,1940,2007,1124.0,871,580,3,0,4,7,2,419.0,9985,240,230,40,258987,2575.0,3.0,67,0,1,510,11608,20600.0,12.46453700756198,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88,7,1411,2008,2028,2010,1310.0,845,566,2,1,2,5,3,671.0,15751,20,70,60,227615,2721.0,2.5,2,1,1,150,9877,19047.0,12.335415277533242,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,9,1706,2001,2001,2008,1257.0,863,843,2,0,3,6,2,488.0,19757,260,280,40,299983,2963.0,2.0,7,0,1,580,15354,26667.0,12.611484418882732,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,7,1728,1989,1989,2010,867.0,934,794,2,0,3,6,2,502.0,7672,260,240,80,263884,2595.0,2.0,21,0,1,580,12096,18165.0,12.483268681163965,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,4,1041,1892,1907,2009,526.0,737,304,3,1,3,5,2,450.0,19972,450,40,40,154453,1567.0,3.5,117,1,1,530,4164,6268.0,11.947651596360352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
92,8,1949,1979,1994,2007,1380.0,1044,905,2,1,3,5,2,420.0,7987,110,130,70,320225,3329.0,2.5,28,1,1,310,15592,26632.0,12.67678227549874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
93,8,1565,1901,1921,2010,903.0,890,675,2,0,3,6,2,432.0,11464,140,170,110,256476,2468.0,2.0,109,1,1,420,12520,19744.0,12.454794270956507,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,7,1605,1953,1953,2007,1335.0,971,634,3,0,2,5,2,451.0,12555,370,20,30,273858,2940.0,3.0,54,0,1,420,11235,20580.0,12.52036865437879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
95,8,1532,1902,1922,2008,1308.0,1114,418,2,1,3,6,1,249.0,8380,190,10,80,250426,2840.0,2.5,106,1,1,280,12256,22720.0,12.430922739871155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
96,7,1979,1998,2013,2006,1165.0,1335,644,3,0,2,6,2,489.0,2028,210,240,130,267609,3144.0,3.0,8,1,1,580,13853,22008.0,12.497285975745772,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,7,1312,1949,1974,2010,1238.0,927,385,3,1,3,5,2,410.0,11825,10,210,180,218009,2550.0,3.5,61,1,1,400,9184,17850.0,12.29229621227879,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
98,6,1461,1963,1978,2010,1053.0,979,482,3,1,2,4,2,416.0,19808,30,150,120,213960,2514.0,3.5,47,1,1,300,8766,15084.0,12.273549034405063,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
